Time (ps),3max_apo,3max,4lxz,4ly1,5iwg,5ix0
86820,1.12305,1.087329,1.136481,1.132943,1.186367,1.457033
86830,1.099215,1.15408,1.183936,1.152142,1.182145,1.503509
86840,1.068816,1.148238,1.188028,1.061275,1.189025,1.505123
86850,1.105998,1.112211,1.14582,1.193285,1.210675,1.468143
86860,1.071469,1.234186,1.261489,1.223399,1.229605,1.576719
86870,1.037277,1.193449,1.258328,1.160184,1.21825,1.57077
86880,1.016763,1.192202,1.230009,1.219939,1.172908,1.47934
86890,1.025164,1.16766,1.160327,1.218001,1.213678,1.567018
86900,1.027273,1.160313,1.20497,1.19978,1.185401,1.517516
86910,1.087179,1.102882,1.172156,1.119619,1.189875,1.479608
86920,1.109264,1.173663,1.068493,1.133179,1.232296,1.522922
86930,1.107601,1.096913,1.21975,1.167903,1.236591,1.405764
86940,1.042718,1.207498,1.183669,1.157086,1.188121,1.528509
86950,0.955463,1.17257,1.11654,1.195338,1.140904,1.458495
86960,1.06192,1.140896,1.115801,1.238138,1.150581,1.382771
86970,1.08451,1.142388,1.091624,1.26875,1.187239,1.491765
86980,1.088153,1.133597,1.15605,1.254175,1.193915,1.613922
86990,1.034498,1.08542,1.189501,1.201555,1.207674,1.467794
87000,1.068735,1.148559,1.204793,1.309999,1.208395,1.444187
87010,1.018337,1.069859,1.20159,1.261973,1.233132,1.486138
87020,0.979637,1.055548,1.284477,1.219447,1.184346,1.447656
87030,0.939652,1.089957,1.135695,1.243032,1.188632,1.517071
87040,1.044829,1.149128,1.162098,1.263041,1.240954,1.51974
87050,1.107965,1.109892,1.085552,1.217941,1.194066,1.446928
87060,1.03441,1.135965,1.181902,1.209952,1.209804,1.536972
87070,1.064799,1.100731,1.104642,1.272463,1.216313,1.475764
87080,1.015798,1.122481,1.127189,1.254791,1.15371,1.515266
87090,1.067012,1.145936,1.161054,1.203596,1.213411,1.48787
87100,1.031531,1.147987,1.157811,1.262961,1.145053,1.4663
87110,0.991855,1.114335,1.233891,1.227362,1.141978,1.459388
87120,1.046075,1.053549,1.208503,1.17138,1.19756,1.468685
87130,1.032444,1.082971,1.195049,1.216126,1.101155,1.568702
87140,1.036623,1.119911,1.26736,1.242,1.114473,1.495141
87150,1.055305,1.216396,1.234421,1.265458,1.130863,1.555244
87160,1.098716,1.044625,1.240872,1.187364,1.101418,1.548566
87170,1.163458,1.113355,1.18881,1.241722,1.128552,1.605282
87180,1.182582,1.169763,1.299644,1.356257,1.081732,1.440573
87190,1.047487,1.205083,1.134318,1.246299,1.125969,1.504889
87200,1.130017,1.131047,1.16375,1.219227,1.124588,1.43145
87210,1.104123,1.176418,1.174266,1.090329,1.105411,1.576371
87220,1.069726,1.050569,1.217845,1.158246,1.094586,1.454787
87230,1.171608,1.124969,1.135917,1.136967,1.067139,1.561365
87240,1.148731,1.171528,1.188885,1.219069,1.148859,1.537306
87250,1.114448,1.137327,1.221048,1.311344,1.087553,1.499497
87260,1.138842,1.087073,1.122896,1.290229,1.181034,1.500839
87270,1.124885,1.084055,1.168603,1.222523,1.124724,1.473856
87280,1.152253,1.07982,1.150199,1.224919,1.057891,1.450193
87290,1.176649,1.127777,1.192138,1.262451,1.121475,1.546303
87300,1.175139,1.083032,1.200284,1.231651,1.09127,1.547299
87310,1.143747,1.084202,1.108585,1.348686,1.137049,1.516003
87320,1.198948,1.137053,1.134138,1.313813,1.084755,1.515978
87330,1.093597,1.093325,1.170301,1.372996,1.163465,1.647086
87340,1.109791,1.072039,1.127986,1.218735,1.173266,1.474555
87350,1.171418,1.180138,1.188818,1.244052,1.147423,1.515647
87360,1.124972,1.076535,1.15202,1.262211,1.143118,1.546908
87370,1.135021,1.085232,1.219806,1.266761,1.150015,1.543461
87380,1.127177,1.150237,1.190717,1.222974,1.13488,1.521526
87390,1.182574,1.083345,1.262182,1.20122,1.122746,1.536525
87400,1.205022,1.117441,1.240798,1.198482,1.169734,1.529
87410,1.134894,1.125929,1.157554,1.225282,1.101389,1.542275
87420,1.182416,1.113985,1.164637,1.201895,1.125859,1.524038
87430,1.173684,1.117106,1.200067,1.223616,1.08382,1.56346
87440,1.128713,1.141974,1.197197,1.205848,1.163972,1.476004
87450,1.120967,1.128839,1.1555,1.302544,1.161419,1.572318
87460,1.176705,1.127603,1.141924,1.290669,1.131929,1.564096
87470,1.195366,1.170791,1.143801,1.346616,1.125575,1.530896
87480,1.137911,1.167038,1.140127,1.240798,1.15054,1.541717
87490,1.203935,1.190966,1.155172,1.237213,1.144714,1.543271
87500,1.143663,1.062326,1.133222,1.267749,1.198077,1.668914
87510,1.223342,1.135628,1.07443,1.231854,1.161751,1.559586
87520,1.184365,1.127536,1.158133,1.21307,1.114644,1.552973
87530,1.176852,1.157319,1.221129,1.251465,1.155714,1.500576
87540,1.197099,1.132444,1.211892,1.251947,1.11107,1.566435
87550,1.091294,1.089661,1.266379,1.304817,1.171492,1.479874
87560,1.195668,1.249051,1.218265,1.297683,1.142008,1.465846
87570,1.190889,1.170376,1.180531,1.230051,1.056866,1.537599
87580,1.140636,1.219882,1.272817,1.242354,1.076126,1.516465
87590,1.236977,1.180021,1.23954,1.193659,1.098237,1.55168
87600,1.185663,1.23212,1.260504,1.20181,1.129717,1.472961
87610,1.19655,1.234167,1.23653,1.20869,1.117631,1.477259
87620,1.179988,1.172707,1.189613,1.259297,1.099787,1.457518
87630,1.185505,1.082845,1.198958,1.263885,1.118434,1.441909
87640,1.163722,1.165816,1.110085,1.303893,1.167026,1.42267
87650,1.202169,1.131731,1.155399,1.238911,1.033289,1.568168
87660,1.20313,1.14002,1.211589,1.308121,1.109706,1.495255
87670,1.256148,1.107013,1.165683,1.291944,1.129574,1.4951
87680,1.288341,1.15501,1.113777,1.300064,1.045968,1.447793
87690,1.193117,1.148407,1.12735,1.287944,1.094138,1.478713
87700,1.14478,1.128359,1.071654,1.195239,1.104467,1.552377
87710,1.136066,1.061206,1.177085,1.224573,1.044347,1.44722
87720,1.087008,1.132279,1.194536,1.232314,1.060685,1.532504
87730,1.05841,1.062924,1.195982,1.297331,1.104653,1.488716
87740,1.091499,1.150589,1.213886,1.366788,1.082615,1.420994
87750,1.143011,1.122022,1.142782,1.346402,1.144426,1.478458
87760,1.064149,1.04951,1.128772,1.329803,1.127183,1.460446
87770,1.112945,1.185632,1.153515,1.272249,1.194786,1.471559
87780,1.103179,1.16596,1.147606,1.282225,1.115992,1.391023
87790,1.100217,1.218381,1.194709,1.291768,1.052178,1.416273
87800,1.177651,1.223698,1.134533,1.329705,1.044143,1.518213
87810,1.107898,1.121138,1.199082,1.180827,1.040547,1.471947
87820,1.118079,1.133904,1.102193,1.216503,1.044004,1.515317
87830,1.140041,1.120341,1.118817,1.241607,1.074017,1.485476
87840,1.13647,1.192174,1.17712,1.209552,1.131923,1.52954
87850,1.154959,1.219787,1.175979,1.206586,1.095333,1.458694
87860,1.080123,1.173118,1.128132,1.200557,1.130654,1.441955
87870,1.188755,1.172813,1.123011,1.238312,1.127386,1.395159
87880,1.153032,1.216876,1.089025,1.277083,1.073506,1.457275
87890,1.133094,1.180391,1.127801,1.28959,1.098557,1.567997
87900,1.186576,1.175919,1.118474,1.266579,1.065194,1.493389
87910,1.22942,1.101056,1.109331,1.268573,1.120974,1.444485
87920,1.207623,1.214027,1.16783,1.286438,1.099142,1.514198
87930,1.09592,1.200575,1.12687,1.317922,1.104591,1.487321
87940,1.105076,1.249247,1.141729,1.249486,1.153858,1.53246
87950,1.028503,1.205169,1.114781,1.263412,1.114716,1.473185
87960,1.100683,1.140078,1.17523,1.25535,1.127062,1.528537
87970,1.0569,1.029624,1.141073,1.21412,1.117144,1.566072
87980,1.073028,1.070892,1.115682,1.292883,1.151395,1.505473
87990,1.116256,1.127303,1.242126,1.320408,1.118118,1.50196
88000,1.096968,1.081197,1.190103,1.301858,1.183594,1.496636
88010,1.170819,1.099908,1.199636,1.316162,1.070429,1.628852
88020,1.16788,1.132858,1.235202,1.31731,1.112335,1.544842
88030,1.103131,1.136131,1.253975,1.271369,1.10514,1.501019
88040,1.151258,1.110597,1.148538,1.220468,1.113165,1.508
88050,1.210895,1.143886,1.252046,1.214395,1.109399,1.504886
88060,1.163561,1.152128,1.21871,1.228768,1.144727,1.422584
88070,1.18343,1.188434,1.222457,1.315386,1.173234,1.401403
88080,1.088728,1.187783,1.146919,1.215125,1.14145,1.425219
88090,1.105324,1.128751,1.161123,1.237431,1.04931,1.530418
88100,1.156825,1.242942,1.158668,1.226592,1.139161,1.439487
88110,1.114025,1.203143,1.114397,1.194827,1.188136,1.493035
88120,1.154152,1.127078,1.217635,1.219002,1.10733,1.414375
88130,1.101856,1.082385,1.06422,1.268373,1.12505,1.43213
88140,1.144342,1.090654,1.140933,1.223489,1.075537,1.434792
88150,1.122923,1.143027,1.12594,1.254821,1.03451,1.530058
88160,1.144183,1.177278,1.137088,1.208216,1.142593,1.478527
88170,1.113007,1.096969,1.090626,1.171426,1.146179,1.393788
88180,1.137565,1.07609,1.123888,1.214375,1.074658,1.43493
88190,1.078773,1.08173,1.168745,1.190628,1.042078,1.367752
88200,1.060503,1.13915,1.090538,1.20865,1.125422,1.410172
88210,1.13575,1.094887,1.084079,1.185942,1.066022,1.459385
88220,1.14587,1.15657,1.151972,1.202314,1.018946,1.462552
88230,1.106839,1.131598,1.175471,1.164672,1.028524,1.477249
88240,1.129772,1.120118,1.227263,1.213764,1.116382,1.438846
88250,1.142179,1.125623,1.212006,1.243095,1.107296,1.50895
88260,1.060288,1.111691,1.198932,1.203966,1.099097,1.473517
88270,1.116491,1.141266,1.116304,1.281657,1.075769,1.501147
88280,1.12819,1.058532,1.122608,1.185563,1.119097,1.496943
88290,1.166247,1.103496,1.150272,1.19171,1.007838,1.49647
88300,1.08876,1.16067,1.15274,1.187784,1.060185,1.483542
88310,1.126942,1.083824,1.201808,1.166582,1.097673,1.47064
88320,1.151515,1.06602,1.152378,1.176962,1.025829,1.51711
88330,1.084685,1.166899,1.181471,1.229742,1.156417,1.529334
88340,1.09973,1.057582,1.152453,1.179674,1.104481,1.560407
88350,1.132141,1.091786,1.234851,1.131537,1.11559,1.447663
88360,1.155388,1.149828,1.239288,1.23429,1.032416,1.391372
88370,1.165251,1.202267,1.211026,1.108552,1.103851,1.488719
88380,1.21852,1.138153,1.195567,1.108343,1.10227,1.485609
88390,1.208151,1.164311,1.204284,1.080641,1.157975,1.5096
88400,1.198835,1.17142,1.182804,1.18484,1.069997,1.318764
88410,1.134792,1.245874,1.156937,1.169903,1.174803,1.346683
88420,1.13216,1.175521,1.229808,1.163167,1.116111,1.383459
88430,1.146527,1.154678,1.219698,1.135849,1.16971,1.398638
88440,1.066262,1.085574,1.173017,1.129606,1.214296,1.357078
88450,1.088941,1.114037,1.293553,1.166783,1.179593,1.399242
88460,1.057894,1.178132,1.207213,1.096523,1.256895,1.420742
88470,1.107965,1.089401,1.172873,1.160039,1.11266,1.45732
88480,1.117588,1.088074,1.159068,1.164763,1.143531,1.56878
88490,1.102052,1.092224,1.143081,1.219419,1.101489,1.427416
88500,1.115202,1.099957,1.211306,1.173564,1.180757,1.441108
88510,1.080223,1.124673,1.243225,1.098872,1.201739,1.506923
88520,1.121345,1.062254,1.193439,1.178696,1.223599,1.506181
88530,1.113261,1.017888,1.250567,1.078126,1.17544,1.429116
88540,1.126711,1.105129,1.275954,1.167504,1.266583,1.549458
88550,1.0736,1.053569,1.246864,1.139512,1.117696,1.519249
88560,1.053988,1.15626,1.309285,1.209097,1.235,1.492427
88570,1.073995,1.145202,1.31898,1.1428,1.246031,1.44437
88580,1.094036,1.151447,1.332945,1.211756,1.224011,1.354381
88590,1.06586,1.147138,1.337681,1.134719,1.182803,1.348628
88600,1.087479,1.130452,1.336423,1.183778,1.142688,1.430074
88610,1.123567,1.145578,1.363045,1.135818,1.133224,1.564803
88620,1.146856,1.193637,1.320414,1.124056,1.125387,1.488916
88630,1.054956,1.204305,1.337969,1.152737,1.028153,1.524344
88640,1.194134,1.185435,1.299175,1.174168,1.091145,1.455025
88650,1.132637,1.109692,1.299293,1.237585,1.08046,1.588603
88660,1.180263,1.108436,1.250427,1.12974,1.071741,1.570451
88670,1.149444,1.105721,1.23103,1.168018,1.094,1.464282
88680,1.145408,1.0687,1.302443,1.100655,1.085633,1.44849
88690,1.092193,1.112332,1.273186,1.047199,1.102598,1.423807
88700,1.086571,1.075488,1.252345,1.091869,1.160593,1.485193
88710,1.044851,1.099881,1.255412,1.100653,1.172836,1.437205
88720,1.097992,1.084538,1.169717,1.138498,1.072949,1.424444
88730,1.065425,1.115906,1.185345,1.14355,1.109435,1.543667
88740,1.054081,1.131921,1.197445,1.141712,1.092134,1.549289
88750,1.087522,1.087471,1.128631,1.18601,1.163809,1.556071
88760,1.074387,1.098958,1.140169,1.103606,1.1798,1.64674
88770,1.102616,1.169959,1.249194,1.124463,1.290127,1.52909
88780,1.119608,1.156024,1.18777,1.101155,1.188929,1.572428
88790,1.108365,1.173357,1.204907,1.203069,1.181093,1.501925
88800,1.091108,1.184406,1.211156,1.179395,1.065816,1.56515
88810,1.174599,1.246459,1.182621,1.177023,1.139439,1.563803
88820,1.151525,1.216059,1.124915,1.182163,1.086293,1.624903
88830,1.068156,1.149264,1.141661,1.20517,1.260443,1.501428
88840,1.16777,1.17482,1.185745,1.136177,1.225007,1.437
88850,1.246134,1.151328,1.155251,1.082443,1.295885,1.364824
88860,1.270683,1.048631,1.162154,1.206239,1.266421,1.397132
88870,1.361832,1.14914,1.146212,1.141746,1.17825,1.47468
88880,1.208144,1.040541,1.136911,1.15383,1.335965,1.465366
88890,1.13392,1.031299,1.147032,1.176228,1.309692,1.413283
88900,1.213901,1.042688,1.193072,1.164104,1.28103,1.436206
88910,1.175319,1.128502,1.147416,1.161593,1.265925,1.322967
88920,1.10553,1.141544,1.157279,1.187813,1.258512,1.374256
88930,1.117732,1.124437,1.119466,1.205719,1.343577,1.508762
88940,1.186077,1.185966,1.155032,1.095153,1.197232,1.441379
88950,1.152091,1.142583,1.170186,1.170002,1.155271,1.519405
88960,1.178276,1.021136,1.117891,1.089736,1.2249,1.489184
88970,1.286824,1.090356,1.16024,1.177077,1.293408,1.459369
88980,1.2692,1.136581,1.175743,1.142076,1.221636,1.443709
88990,1.278738,1.113107,1.180808,1.110008,1.106263,1.474898
89000,1.286986,1.121712,1.167028,1.1903,1.154688,1.457928
89010,1.283468,1.155572,1.245137,1.082814,1.114893,1.39007
89020,1.334757,1.16884,1.233761,1.095033,1.08119,1.419475
89030,1.308988,1.256699,1.195166,1.253474,1.072922,1.348106
89040,1.280951,1.150879,1.189475,1.179338,1.162815,1.392423
89050,1.192025,1.127537,1.141816,1.11849,1.233055,1.382561
89060,1.270564,1.230354,1.159092,1.175343,1.116411,1.482072
89070,1.26028,1.166837,1.181128,1.192443,1.152109,1.44674
89080,1.333955,1.112632,1.199246,1.204998,1.102658,1.407683
89090,1.339552,1.241443,1.184744,1.169605,1.135016,1.471281
89100,1.210068,1.20537,1.151235,1.215433,1.159122,1.389337
89110,1.27329,1.140764,1.143492,1.330575,1.116322,1.33515
89120,1.243692,1.089474,1.130122,1.271782,1.174003,1.346153
89130,1.195736,1.210886,1.135265,1.148057,1.110969,1.393272
89140,1.256851,1.097794,1.223665,1.199174,1.166127,1.38116
89150,1.165791,1.173302,1.226259,1.182019,1.262276,1.349371
89160,1.147021,1.081037,1.149574,1.103026,1.198233,1.556137
89170,1.131335,1.126145,1.209861,1.209985,1.236903,1.355067
89180,1.128846,1.129492,1.186404,1.195728,1.254835,1.403944
89190,1.137967,1.207478,1.175809,1.150147,1.282369,1.380376
89200,1.081368,1.114121,1.185527,1.113578,1.238242,1.455962
89210,1.106803,1.189482,1.153197,1.072958,1.218699,1.406377
89220,1.113781,1.086725,1.216179,1.163086,1.124273,1.390067
89230,1.093629,1.102341,1.149083,1.125465,1.154343,1.330844
89240,1.08079,1.161262,1.194009,1.193631,1.193762,1.334576
89250,1.109846,1.106485,1.205489,1.210023,1.252619,1.404416
89260,1.126231,1.093521,1.129135,1.182334,1.158892,1.477648
89270,1.099614,1.108509,1.19538,1.33759,1.160859,1.429864
89280,1.180474,1.0436,1.179375,1.266801,1.234556,1.400566
89290,1.192441,1.082936,1.112705,1.283305,1.113468,1.442408
89300,1.171009,1.059351,1.176179,1.242336,1.169385,1.478588
89310,1.115744,1.182346,1.118454,1.206997,1.203644,1.445261
89320,1.096541,1.094207,1.219338,1.150472,1.104879,1.546745
89330,1.150514,1.12394,1.191601,1.149898,1.182255,1.59447
89340,1.149317,1.146915,1.163873,1.219822,1.19994,1.568285
89350,1.152976,1.15784,1.170071,1.238895,1.151286,1.547211
89360,1.091887,0.99939,1.215,1.24827,1.148802,1.558436
89370,1.115389,1.061323,1.295094,1.308976,1.247807,1.559731
89380,1.150197,1.014706,1.210715,1.338953,1.338399,1.628052
89390,1.192342,1.008538,1.165684,1.288856,1.312196,1.629988
89400,1.182212,1.067736,1.141326,1.32348,1.2095,1.443717
89410,1.124958,1.037626,1.188307,1.385128,1.229818,1.394689
89420,1.101181,1.069087,1.185976,1.299528,1.230857,1.390103
89430,1.122443,1.118506,1.112548,1.314859,1.183069,1.530881
89440,1.125979,1.076766,1.163969,1.290657,1.071691,1.592951
89450,1.086118,1.057825,1.195037,1.265312,1.073005,1.598249
89460,1.129112,1.079637,1.164844,1.26536,1.134072,1.468356
89470,1.133304,1.086868,1.122569,1.257979,1.207101,1.582781
89480,1.139035,1.125984,1.199396,1.248858,1.159939,1.677616
89490,1.115533,1.078523,1.194756,1.244466,1.100138,1.609093
89500,1.099964,1.178143,1.17812,1.303643,1.218585,1.590654
89510,1.102782,1.204328,1.185222,1.291063,1.240456,1.560886
89520,1.080189,1.166848,1.171188,1.326319,1.162141,1.57959
89530,1.103578,1.079457,1.219958,1.259923,1.231128,1.528149
89540,1.069248,1.099183,1.263659,1.149638,1.220195,1.466717
89550,1.061138,1.062953,1.23471,1.24836,1.246036,1.488932
89560,1.048243,1.128231,1.238582,1.16806,1.144323,1.541055
89570,1.088026,1.049129,1.27611,1.182066,1.160665,1.521888
89580,1.05253,1.176591,1.324355,1.131385,1.168815,1.537421
89590,1.029984,1.071062,1.24836,1.12195,1.312454,1.513509
89600,1.080133,1.083777,1.233103,1.094014,1.187326,1.518596
89610,1.064285,1.159297,1.217029,1.048031,1.223947,1.575594
89620,1.052183,1.059274,1.233239,1.124857,1.260968,1.566151
89630,1.148861,1.142112,1.198812,1.120986,1.2129,1.655886
89640,1.073893,1.186961,1.178583,1.077185,1.244067,1.599188
89650,1.15296,1.164123,1.270462,1.09696,1.27542,1.706955
89660,1.193819,1.21289,1.172005,1.092834,1.277568,1.601479
89670,1.185371,1.179953,1.251279,1.081452,1.264948,1.649352
89680,1.220818,1.101342,1.170944,1.1398,1.351277,1.595599
89690,1.273978,1.200621,1.166674,1.118868,1.244651,1.573007
89700,1.268295,1.198273,1.205061,1.139708,1.206875,1.517441
89710,1.287243,1.171765,1.197057,1.039965,1.291817,1.596171
89720,1.188683,1.120742,1.227487,1.143374,1.248394,1.520881
89730,1.114114,1.040819,1.147169,1.142806,1.361309,1.544523
89740,1.243404,1.162033,1.135917,1.116888,1.294546,1.613901
89750,1.253835,1.179932,1.196653,1.142227,1.258281,1.457593
89760,1.2684,1.104137,1.198383,1.145576,1.219218,1.489124
89770,1.330692,1.150813,1.256894,1.159064,1.223558,1.545381
89780,1.265068,1.100036,1.240391,1.132052,1.230133,1.64474
89790,1.252319,1.066294,1.240402,1.143596,1.211934,1.552487
89800,1.197759,1.08241,1.274519,1.153984,1.239665,1.597748
89810,1.164866,1.096923,1.201223,1.05913,1.19215,1.627973
89820,1.142956,1.104591,1.27629,1.097061,1.212944,1.65179
89830,1.14371,1.049703,1.263393,1.124846,1.312992,1.711879
89840,1.080478,1.069607,1.302118,1.134751,1.26956,1.579749
89850,1.137912,1.183816,1.230342,1.111843,1.290423,1.681751
89860,1.132456,1.090333,1.188888,1.153737,1.291306,1.543547
89870,1.122549,1.093111,1.230356,1.098131,1.306872,1.74198
89880,1.138712,1.107734,1.135483,1.178148,1.385982,1.568271
89890,1.23895,1.044615,1.204012,1.1615,1.193176,1.761132
89900,1.185744,1.188264,1.209907,1.149752,1.208788,1.599816
89910,1.119611,1.1703,1.236908,1.199156,1.210453,1.587447
89920,1.176805,1.055965,1.203357,1.179014,1.204645,1.605318
89930,1.127029,0.978739,1.271644,1.224322,1.269231,1.613889
89940,1.089153,1.170537,1.264601,1.177698,1.312669,1.488227
89950,1.172384,1.189341,1.212678,1.151814,1.276497,1.532974
89960,1.129018,1.069687,1.202449,1.122268,1.328602,1.517837
89970,1.103696,1.238037,1.235768,1.193705,1.294748,1.546846
89980,1.11805,1.077669,1.220108,1.184913,1.281634,1.433202
89990,1.155845,1.116496,1.198088,1.23228,1.253333,1.467634
90000,1.096682,1.239835,1.216711,1.183363,1.260907,1.56677
90010,1.105434,1.149451,1.158182,1.194738,1.258883,1.603534
90020,1.068159,1.036153,1.207286,1.213892,1.271548,1.578915
90030,1.071796,1.110358,1.213431,1.248695,1.264706,1.518984
90040,1.089385,1.19606,1.248981,1.207771,1.22844,1.508718
90050,1.108859,1.04538,1.223015,1.146876,1.226123,1.628412
90060,1.084651,1.12911,1.230189,1.149722,1.322113,1.556363
90070,1.108762,1.068674,1.267405,1.089609,1.384211,1.568866
90080,1.155068,1.104211,1.218327,1.100256,1.251001,1.534271
90090,1.112744,1.068069,1.189449,1.083655,1.217684,1.538028
90100,1.168992,1.10099,1.258091,1.097021,1.174111,1.55105
90110,1.106118,1.076632,1.194062,1.086994,1.15905,1.519964
90120,1.127502,1.122785,1.168682,1.086814,1.242222,1.539964
90130,1.137676,1.11526,1.203979,1.106577,1.301564,1.549005
90140,1.135927,1.135521,1.315095,1.160108,1.300167,1.595081
90150,1.135167,1.136288,1.298946,1.090293,1.270839,1.516877
90160,1.17544,1.125104,1.161517,1.154994,1.20549,1.570482
90170,1.107601,1.069918,1.206819,1.163716,1.266138,1.691706
90180,1.176774,1.182321,1.185255,1.145132,1.219649,1.540699
90190,1.199746,1.058307,1.249535,1.180808,1.212296,1.582006
90200,1.243853,1.0159,1.226611,1.205259,1.176921,1.537545
90210,1.226672,1.055774,1.167887,1.152812,1.236411,1.631034
90220,1.266824,1.128123,1.225985,1.205475,1.149857,1.617907
90230,1.252163,1.085929,1.173644,1.150686,1.206741,1.507459
90240,1.277648,1.082995,1.223618,1.175115,1.177089,1.436713
90250,1.25974,0.987445,1.197039,1.212117,1.194066,1.517533
90260,1.277146,1.055109,1.136028,1.155788,1.118273,1.437254
90270,1.255843,1.099648,1.131512,1.17452,1.075704,1.583475
90280,1.240207,1.084387,1.203788,1.153398,1.09225,1.575854
90290,1.336499,1.029716,1.196283,1.143168,1.13443,1.564142
90300,1.322455,1.078141,1.232994,1.287574,1.090006,1.597378
90310,1.332313,1.092332,1.121052,1.234265,1.061361,1.502837
90320,1.174528,1.020623,1.227017,1.199358,1.121293,1.496894
90330,1.298364,1.003491,1.158827,1.146197,1.087689,1.572386
90340,1.243524,1.050515,1.188535,1.165092,1.158672,1.433574
90350,1.362769,1.121537,1.173294,1.149863,1.069863,1.530571
90360,1.354808,1.139652,1.260814,1.144542,1.179952,1.588455
90370,1.352696,1.169026,1.275575,1.21515,1.132497,1.528468
90380,1.363783,1.142721,1.159439,1.138227,1.173446,1.524889
90390,1.320605,1.132513,1.151548,1.174194,1.264606,1.521802
90400,1.287162,1.076667,1.100931,1.167164,1.385592,1.504562
90410,1.224495,1.143142,1.204304,1.19689,1.310363,1.501716
90420,1.246996,1.203583,1.165151,1.142098,1.357518,1.513608
90430,1.319406,1.089278,1.091212,1.156772,1.298393,1.527408
90440,1.279615,1.126626,1.129192,1.211173,1.186192,1.492071
90450,1.275426,1.12362,1.153194,1.178119,1.406154,1.59531
90460,1.237508,1.133118,1.300796,1.143883,1.395367,1.55329
90470,1.412726,1.137684,1.218656,1.150726,1.268271,1.639456
90480,1.349095,1.023246,1.267555,1.156579,1.24468,1.495925
90490,1.326775,1.093176,1.17532,1.062143,1.273787,1.449952
90500,1.332624,1.152474,1.166462,1.148142,1.201279,1.489381
90510,1.287338,1.195753,1.171773,1.084294,1.244755,1.431045
90520,1.324997,1.228312,1.174401,1.093971,1.19975,1.485104
90530,1.468133,1.15822,1.121856,1.088431,1.176539,1.570621
90540,1.293962,1.135389,1.110195,1.122439,1.17637,1.443084
90550,1.303492,1.22446,1.14014,1.073516,1.165039,1.50491
90560,1.315599,1.18576,1.156349,1.150765,1.140717,1.578432
90570,1.355463,1.184724,1.140851,1.065634,1.216824,1.562833
90580,1.314097,1.144645,1.128121,1.074367,1.131267,1.571951
90590,1.250095,1.077885,1.124734,1.167955,1.158763,1.551189
90600,1.287872,1.148962,1.212714,1.182512,1.095789,1.606821
90610,1.290389,1.077227,1.281095,1.111463,1.107249,1.536628
90620,1.218464,1.122678,1.163464,1.112315,1.087916,1.57324
90630,1.32326,1.126513,1.186918,1.154711,1.105716,1.419346
90640,1.265633,1.131849,1.11954,1.124524,1.258649,1.499005
90650,1.23337,1.129987,1.133175,1.081311,1.094794,1.419057
90660,1.365017,1.179635,1.081053,1.063643,1.110924,1.580376
90670,1.324098,1.178078,1.159832,1.061198,1.105167,1.390134
90680,1.365394,1.112164,1.196828,1.145435,1.292965,1.410431
90690,1.408841,1.071474,1.180365,1.087049,1.196715,1.429331
90700,1.350817,1.127938,1.15514,1.116433,1.169531,1.444056
90710,1.342279,1.176162,1.222477,1.094848,1.251198,1.455589
90720,1.289864,1.111045,1.273018,1.103092,1.182104,1.467967
90730,1.32873,1.014888,1.261758,1.11527,1.252303,1.491628
90740,1.299593,1.077347,1.151776,1.081028,1.236106,1.523817
90750,1.275527,1.140601,1.200785,1.115136,1.332768,1.63947
90760,1.387745,1.100524,1.144041,1.190807,1.303314,1.498401
90770,1.301145,1.096241,1.12902,1.127812,1.22817,1.564488
90780,1.294012,1.029413,1.188747,1.175978,1.149546,1.604096
90790,1.269995,1.03873,1.151547,1.133056,1.156594,1.555976
90800,1.25252,0.990504,1.185903,1.124614,1.281668,1.640945
90810,1.262679,1.065414,1.243023,1.173077,1.224837,1.575945
90820,1.236232,1.094004,1.158599,1.270649,1.271877,1.49624
90830,1.158033,1.039288,1.153504,1.200611,1.227272,1.480042
90840,1.142725,1.006076,1.209664,1.203961,1.223658,1.496502
90850,1.199458,1.076112,1.237628,1.196888,1.206018,1.559384
90860,1.177887,1.074095,1.238525,1.171093,1.254923,1.548981
90870,1.128973,1.071102,1.301297,1.255049,1.242565,1.562099
90880,1.171551,1.082127,1.278222,1.087296,1.180213,1.475378
90890,1.251168,1.13755,1.297881,1.140725,1.306149,1.451534
90900,1.25098,1.131637,1.265031,1.177624,1.300508,1.502906
90910,1.384804,1.109462,1.264874,1.111881,1.262308,1.50653
90920,1.301358,1.145331,1.303901,1.123221,1.234196,1.524798
90930,1.31272,1.107845,1.242114,1.094749,1.217185,1.485619
90940,1.279494,1.12794,1.281047,1.081713,1.222901,1.616776
90950,1.166299,1.16229,1.204961,1.128078,1.261857,1.627212
90960,1.380579,1.245658,1.077084,1.108321,1.258076,1.518494
90970,1.306818,1.212811,1.080866,1.114368,1.23552,1.640669
90980,1.298547,1.189243,1.120355,1.149272,1.213896,1.50522
90990,1.352874,1.225559,1.159062,1.087844,1.204297,1.607437
91000,1.332367,1.34113,1.186353,1.123966,1.183548,1.576128
91010,1.17528,1.225234,1.169817,1.159694,1.205996,1.572465
91020,1.268833,1.204786,1.141753,1.271524,1.103132,1.486634
91030,1.383098,1.226482,1.126699,1.277527,1.139256,1.544729
91040,1.31753,1.159594,1.216212,1.233674,1.186594,1.501076
